DE_time_rms,DE_1XRatio,DE_2XRatio,DE_3XRatio,DE_time_smr,DE_time_skew,DE_time_ptp,DE_time_var,FE_time_rms,FE_1XRatio,FE_2XRatio,FE_3XRatio,FE_time_smr,FE_time_skew,FE_time_ptp,FE_time_var,label
0.2716062644559983,0.0002668686110524506,0.0002517469690222664,0.002604220346960627,0.15588482303414086,-0.047235219592541115,1.902440239520958,0.0736822906322235,0.22560867752884745,0.0003703510588579077,1.2014120461853324e-05,0.001899730682055042,0.1599928159734471,-0.07078754629780577,1.2637509090909091,0.049645460319893975,3.0
0.2874512594367153,0.0002839924635706438,0.00015565159063340352,0.0010382579797898778,0.17765856222950724,-0.13940152867357009,1.851435608782435,0.08258371872688887,0.2539855895270416,0.00026484904214779746,2.697212690325443e-05,3.430342730309129e-05,0.17303180528441894,-0.2061723571063358,1.359903636363636,0.06341499793676486,3.0
0.2499561711777636,4.699643310868646e-06,0.00013555298624705884,0.0015688449760476034,0.14912791329915467,-0.23358915813635306,1.7642079441117762,0.06242544616127095,0.2338059156452416,0.0002104998549974681,0.0002323081416867405,0.0015812778169709257,0.16088859515638354,-0.04179254467934691,1.3083345454545454,0.05331922364063329,3.0
0.2994324155889168,0.0002710656303145636,0.0004279142664119984,0.0002061558232634431,0.17368659216826307,-0.005651838083620486,1.9081254690618763,0.08949406874659578,0.23418048793748256,0.00013696528045459863,2.8927728989709912e-05,0.000722318218250166,0.1633904164956582,-0.12904351729419675,1.248958181818182,0.05357190959224637,3.0
0.27706699175015825,0.0004772610461079787,2.4157869628455594e-05,0.001300539682199768,0.1634392703269919,-0.03264474762857748,1.7901975648702595,0.07672633479004527,0.2321962140284028,0.0002874531901964142,4.567806211107291e-05,0.00039231041942367785,0.1623753342147657,-0.06793835246940487,1.2713527272727272,0.05278761183288167,3.0
0.2777179147935497,9.283767165240094e-05,0.00016031900376912604,0.0003869016975464392,0.16628444600970216,-0.1429661097156345,1.863293373253493,0.07701262743476847,0.24830241720851906,0.0004931884765803061,0.0003624789271523098,0.0003307557701192253,0.16424225187052874,-0.2024112632359054,1.3418236363636362,0.060482048185174636,3.0
0.26870614089794365,0.0001491366887783163,0.0001161186953772544,0.0009987325814580065,0.16195956040990134,0.11604170776295075,1.8145628343313367,0.07211394788839254,0.24829280058138725,0.0004269876518429498,0.0009827348961239644,0.0019664002507024567,0.17360832013297842,-0.15801249914431262,1.3221,0.0601349453829885,3.0
0.277545052855698,0.0003013625491427044,0.0004083357437255367,0.0007870155199090181,0.16695106676120244,-0.13644526224718614,1.8918819560878244,0.07694561289985095,0.22495025208226246,0.0012125433939576776,0.0004714254030497998,1.8577801758487493e-06,0.15714715018515912,-0.13894572293830545,1.3403854545454543,0.04934895336636043,3.0
0.2772364763903127,0.00038760854298656164,0.0003849892570284425,0.002491266557962337,0.16075053616534982,0.01868596222757277,1.9539321756487027,0.07677713398170961,0.2329425487148212,0.0007877193365114321,0.0002603243659509711,0.0011068423778748237,0.15793277370021466,-0.1526402415920641,1.346754545454545,0.052802899850342984,3.0
0.2680004711538045,0.00020932404322056465,0.0002963969732782667,0.001024254654441133,0.16370296793999736,-0.2327210355280322,1.7677815169660682,0.07177569917503265,0.2328669562124985,0.0009197187749082254,0.00020181881830804875,0.0033300367780081113,0.15361948890358146,-0.12471848573149275,1.3383309090909092,0.05306075032465618,3.0
0.2668613563822081,0.0002827656179135369,0.00022265442435650284,0.001070225312757122,0.1605670408012278,-0.11722648345356147,1.8485117764471053,0.07116916211121138,0.243789193251208,0.00035842725358824765,3.307710446340928e-05,0.0001241777133498956,0.1637351152551251,-0.08790193566178135,1.3212781818181818,0.057821131258608674,3.0
0.2817548293698652,6.333378905778543e-05,4.01579317669415e-05,0.0006191551308384523,0.16598484750334647,0.13091848149314095,1.8428265469061882,0.07925851752104716,0.2412035809640815,8.834062295847057e-05,0.0010078986388426447,0.0006409381158284117,0.1657915434645025,-0.06244713179072053,1.2368363636363635,0.05667330091328895,3.0
0.27887831587138795,5.265796573211322e-05,1.4086569998286625e-05,0.0005944033402946617,0.16204717315209213,0.06667562188015197,1.90292754491018,0.07772097161896131,0.235384557041351,0.0005850349661156893,0.000612796923086057,0.0004315810602475072,0.15774738262498905,-0.1305520624718865,1.3159363636363637,0.053790770477163616,3.0
0.2763278341473465,5.841132065697882e-05,5.449934434374179e-05,0.0010930734152961048,0.16425301600203954,-0.27793535602380137,1.8987042315369265,0.07635706438400477,0.2428968176844413,0.0007048409047928345,0.0001844127192079996,0.0018389705140651254,0.165085371170359,-0.1457057769951666,1.3103890909090907,0.05782369363592686,3.0
0.27253553884229986,1.6147066668462634e-05,6.523881235179288e-05,2.8694428367843516e-06,0.16872946745285824,-0.11458708704530485,1.9526326946107784,0.07424165535456725,0.2350567420395458,0.0006815850576836642,0.0003974735592380835,0.00015489705679896828,0.16033606384178195,-0.10831920286047547,1.3370981818181815,0.05420267876784452,3.0
0.11701350277966575,0.000396540846423522,0.00247706037096172,6.776818350256779e-05,0.06955580574688673,0.04083646240581091,0.9010276646706588,0.011732270023403893,0.1117613284166398,0.0007308035866540126,2.575283249301301e-05,0.001073694447709833,0.07427834282155228,-0.17273143232001986,0.7649072727272725,0.011208539351267269,3.0
0.124161412926614,0.0002650583276637836,1.2388195958737574e-05,0.00015535191737399762,0.07923512158708931,-0.2936513614264171,0.9203574451097803,0.013824233621956802,0.10778272909038876,0.001841499726119905,7.097549004511086e-05,3.690001886695564e-05,0.06956250562020354,0.013196433482748977,0.6531399999999999,0.010406265829283477,3.0
0.12606224546645226,0.0005247354643451733,0.0005808822195195662,8.080559494283638e-06,0.08187827852703805,-0.3142946502943386,0.9132102994011976,0.0140974038059405,0.11683093969341375,0.0018797978607523493,0.0002658745498232326,0.0001909372785864473,0.07399626510003414,-0.026935105223428096,0.7788781818181818,0.012685188207544341,3.0
0.1327806479454399,0.0005036493613396304,0.0011373393589731878,3.4634507500167495e-05,0.08623880070743424,0.1038383745219295,0.8883577245508982,0.01549863069424289,0.12352586820591605,0.002627391749882748,0.0018166796948248425,0.0004311927576216121,0.07975395441745621,0.03527291769468277,0.7694272727272726,0.014221204134633571,3.0
0.1161407666206372,0.00011172783961373579,0.002595921530368268,0.00029796754605246773,0.07321002197681087,-0.2583674356104099,0.8990784431137724,0.011682451430850465,0.11701117189216458,0.0005394540426179661,0.0008777165803008003,0.00044990524307087735,0.07465265541214712,-0.04845799666104452,0.7647018181818179,0.012598371496853515,3.0
0.1353651515307453,0.0012827905710107912,0.0012629402201957036,6.853396606489349e-06,0.08592904749541984,-0.16017005583359029,0.9763975648702596,0.016223415704251568,0.1131265527417652,0.0024143920418584013,0.0003381291772046285,0.0010763695975882482,0.07526130376451487,-0.40151673031273066,0.7256654545454546,0.011768397903002391,3.0
0.12708194937786269,0.0002836136744179013,0.0005439770374594733,5.432445494383029e-05,0.07742544298257333,-0.2458908189588664,0.9476465469061875,0.014430581588897434,0.10961948591374378,0.0006824651653732898,0.0020347281638128877,0.0005037087298270123,0.07391634719214431,0.138129948870325,0.6348545454545454,0.010818961801260546,3.0
0.11349452955939628,0.0007097497022845728,0.0012582094278714903,0.00035861675737614284,0.07140687884204168,0.02831621660701853,0.8813730139720559,0.010876313972884345,0.11511916027588075,0.0016368374103731475,0.0011950887072393732,0.0009572821543460027,0.0719757167800239,0.01876362054949831,0.7353218181818182,0.012196157763991059,3.0
0.12026533573137844,0.00028624203784171384,0.000693214716573523,6.741634997367861e-05,0.07506638912973332,0.2658882218663077,0.8579823552894212,0.012640335343368872,0.12126165373222304,0.0006827448221240522,0.0008617569155798412,0.00044139906787739054,0.07927282514041925,0.10524137541337572,0.7153927272727272,0.013623485660760186,3.0
0.1203905969783671,0.002739087123691607,0.00022446477698226136,0.00014106397306747482,0.07641413407390785,-0.3365655652682361,0.8500230339321357,0.012633299409708131,0.11426639201567065,0.0022279336200372014,5.147014612848005e-05,0.00019830737219480232,0.0777442694619401,0.023531914104294668,0.6401963636363637,0.01193233632674475,3.0
0.13280770215007975,0.0005831882408006162,0.0012681741166198706,0.00011663629724714123,0.08249287316036506,-0.12328090259815168,0.9720118163672656,0.015682878574424842,0.11340655955898805,0.0017037446271249176,0.0012068122659722545,8.16635551192646e-05,0.07375701040402488,0.028122979513513297,0.6792327272727273,0.011838479190187743,3.0
0.11769705161848812,0.0019887040195497785,0.0005649511806437225,3.3534811723192854e-05,0.07448791333358712,0.14353142983437692,0.7636075449101797,0.011885462558900791,0.1134515518458767,0.001748540855425416,0.0004966930841913008,0.00015063271930492648,0.07427169166337308,-0.048599335084380295,0.6973127272727273,0.011948693899032605,3.0
0.12204777748211425,0.0014202003047993413,0.00012892339908852598,0.0005272151920449142,0.07481786964579465,-0.21678267633421125,0.9489460279441118,0.013256319761827052,0.11798396535220458,0.002137789967355377,0.0008880344845609332,9.205239377687652e-05,0.07973230830514667,-0.2275102693124825,0.7129272727272727,0.013067610572064356,3.0
0.13408182050494652,0.004363328520124268,0.00022505931477585634,0.00035299378207484983,0.08426607678070455,-0.3525389487708374,0.9315654690618762,0.016412693505279796,0.1245140481464876,0.001180712995133316,0.00017420625659360486,0.000694450028204776,0.08548891703201983,-0.03659251566811618,0.6755345454545454,0.014580312808831281,3.0
0.13159240617675588,0.0007176387605622468,2.9144561036078144e-05,0.00010056531713627518,0.08568821929909481,-0.10319892141345496,0.93903748502994,0.015315077594909897,0.11439876152808895,0.0005605857011860216,0.00041913503515849315,0.00015688235128868028,0.07554118419325652,-0.1819154162289596,0.7667563636363636,0.012189596239778465,3.0
0.5108432475960989,0.0004271944326966511,0.0002652313262706584,0.00011610683072953421,0.3019949832455125,-0.09620444067213654,3.0627143712574854,0.26081712899766163,0.2349539727279492,0.0008367731917540991,0.0012799520430786411,2.2813503861375545e-05,0.16223494957420548,0.12221576357753275,1.262929090909091,0.054470775056997774,3.0
