DE_time_mean,DE_time_std,DE_time_max,DE_time_min,DE_time_rms,DE_time_ptp,DE_time_median,DE_time_iqr,DE_time_pr,DE_time_skew,DE_time_kurtosis,DE_time_var,DE_time_amp,DE_time_smr,DE_time_wavefactor,DE_time_peakfactor,DE_time_pulse,DE_time_margin,DE_1X,DE_2X,DE_3X,DE_1XRatio,DE_2XRatio,DE_3XRatio,FE_time_mean,FE_time_std,FE_time_max,FE_time_min,FE_time_rms,FE_time_ptp,FE_time_median,FE_time_iqr,FE_time_pr,FE_time_skew,FE_time_kurtosis,FE_time_var,FE_time_amp,FE_time_smr,FE_time_wavefactor,FE_time_peakfactor,FE_time_pulse,FE_time_margin,FE_1X,FE_2X,FE_3X,FE_1XRatio,FE_2XRatio,FE_3XRatio,label
0.035248083331245454,0.6832371781152559,2.413786027944112,-2.3991668662674646,0.6827168346356478,4.812952894211577,0.017867864271457083,0.48649321357285435,1.5562097604790424,0.05811728575438506,2.3173144870235056,0.46485984891639204,0.4507455912442896,0.33080268361199644,1.5146389624155798,3.5355595548369636,5.355096255696748,7.296754674382505,1.237755162886529,3.220043201831477,0.3453897429753155,1.343044527478209e-05,9.089590445900962e-05,1.0457786972694589e-06,0.04155167744389502,0.24753564823021063,0.6940254545454545,-0.6358818181818182,0.2504876502035003,1.3299072727272727,0.059170909090909087,0.31434545454545454,0.6334163636363637,-0.09051325317172504,0.1740083988391561,0.061017521006069615,0.1968151388360593,0.16526624287931832,1.2727051978056854,2.7706972937852097,3.5262808473465825,4.199438690285044,3.2129534456441795,0.9001453095840536,0.8388510691099368,0.0006722617020317649,5.2766070171121026e-05,4.5824657719630685e-05,2
0.047604027509833884,0.6967712355784467,2.4665774451097797,-2.423938223552894,0.6969397094477646,4.890515668662674,0.03939051896207585,0.4659857784431138,1.0923762475049912,0.21070518833931362,3.4914882757714656,0.4834588151699776,0.4331869653997444,0.3122386158845812,1.6088658364977106,3.539154695410061,5.694025079525709,7.899655326494108,1.892156475327694,3.151349653378883,2.661572419671046,3.0117978513449626e-05,8.354200752111957e-05,5.959204614499508e-05,0.026208779003423357,0.2532931895811926,0.6932036363636364,-0.6276636363636363,0.25411788369570504,1.3208672727272726,0.012121818181818182,0.3341718181818181,0.6533454545454547,0.05716750676695349,-0.002887937587496836,0.0638889987171336,0.2007523012552301,0.16829511369030054,1.2658279985175742,2.727882139903688,3.453029589346123,4.118976607005247,4.224924755730566,1.882486403847202,3.8712767055234503,0.0011294568408434392,0.0002242308582143966,0.0009482876865331426,2
0.034473288151730015,0.5218403050151019,1.8948057884231533,-1.958561576846308,0.5218872565879517,3.8533673652694613,0.03695399201596807,0.33400723552894207,0.7611710179640719,0.05924400350757938,3.7486212115674693,0.27117790099290623,0.3226767055846466,0.2359401557229663,1.617368863495623,3.6306803136202443,5.872149292555907,8.030874535185,1.421289378214006,1.2604984777323378,1.6183658004584212,3.0304964418071e-05,2.3836001750753412e-05,3.929181966858574e-05,0.028062168124762265,0.22858319554660989,0.6562218181818181,-0.5923254545454545,0.22982415486433638,1.2485472727272726,0.0339,0.27459,0.5580145454545458,0.11522058803360913,0.3792773680820698,0.05203165687924404,0.17720669456066948,0.14694238508443846,1.2969270457536382,2.855321358928444,3.7031434947123305,4.465844336232388,3.680984751689132,0.9070085763761243,1.9168926964234956,0.0010481871607266535,6.364050045064313e-05,0.00028425388185715245,2
0.029447314158294283,0.6732938194689402,2.2018081836327346,-2.2805892215568857,0.6725287771793478,4.48239740518962,0.02802005988023952,0.3666973053892216,1.1033406187624752,0.13826047922240842,3.4970658515389674,0.45142781182321157,0.40618467374873685,0.2820109823967779,1.655721696666895,3.273924117964641,5.4207071953550825,7.807526376880176,1.4179772199072362,2.069083057665355,0.682220973118922,1.8164310015301534e-05,3.867552759950629e-05,4.204656587208683e-06,0.0305130087485736,0.25761569063474443,0.6940254545454545,-0.5908872727272727,0.2588806798666177,1.2849127272727272,0.052390909090909085,0.33232272727272727,0.6510854545454545,-0.124273858018857,-0.14689281351704508,0.06608816270531169,0.20702511220996575,0.17457926006951682,1.2504796017405841,2.680870024379707,3.352373280404606,3.9754175511403593,3.4361330462733286,2.094475558317915,0.47065158897550363,0.0007198513177598634,0.00026745668341126525,1.350522798416834e-05,2
0.035606596012994936,0.5165776177301238,2.473074850299401,-2.19409251497006,0.516724034116704,4.667167365269461,0.035735728542914166,0.2769518962075848,0.8073838123752497,0.2714540436644619,6.8299620337038345,0.26573589775420803,0.30053557404020415,0.21413297146789603,1.7193439936916726,4.7860650695818965,8.228892230803151,11.549248270111349,0.6515927999644504,1.3654416689571518,0.6772075375939922,6.497366600973042e-06,2.8531928181464348e-05,7.018242735850199e-06,0.02961812095853937,0.2129893497212558,0.5847236363636363,-0.5781490909090908,0.21459703333173705,1.162872727272727,0.03205090909090909,0.26842636363636363,0.566808,-0.08063404404870275,0.07395791659516249,0.045174653625668,0.166932248003043,0.1382794750480598,1.2855337174146555,2.7247517231971012,3.502760211753558,4.2285641897354065,3.532953155151338,0.8552384330336289,2.2916661201343764,0.0011074661805158485,6.489767422585471e-05,0.0004659694058759617,2
0.03335187407611555,0.7252339452611837,2.4560191616766467,-2.4897244510978047,0.7244832196254735,4.945743612774452,0.05847664670658681,0.42192524950099797,1.645792734530941,0.08227058119474123,2.3735089064874426,0.5237635880145028,0.4646273382106081,0.33780824782387664,1.559278070928054,3.3900290512543583,5.285997959429957,7.270453511712785,1.3905440268770586,3.373983194932938,3.8118355854329917,1.5052719486889953e-05,8.86199112904623e-05,0.00011311333336125134,0.029852803347280334,0.24032696660880273,0.6383472727272727,-0.6779999999999999,0.24167453205981262,1.3163472727272727,0.037803636363636366,0.28219181818181815,0.5911338181818182,-0.15492528276999867,0.5051221172081806,0.057515389578638006,0.18569222518067705,0.15356141321552394,1.3014790028212826,2.6413510239849622,3.4376628967969225,4.156951016277444,2.217622478870728,1.1204107871338977,0.9267098876492533,0.0003440452767772186,8.78203032972814e-05,6.007972875796405e-05,2
0.01591728342478223,0.6590560841739599,2.211554291417165,-2.2720613772455094,0.6578684499100842,4.483615668662674,0.0308626746506986,0.482635379241517,1.2256542714570857,-0.08737386014430988,2.706247601315664,0.4325375374754722,0.42618832210056873,0.31287723928084415,1.5436097513597413,3.3616968433726147,5.189148028545229,7.0684409530730825,1.960746395980348,6.575528930735503,4.566539486277421,3.629667771476466e-05,0.0004082116643913517,0.00019687857578557373,0.027985659946747808,0.271554924381042,0.6802600000000001,-0.6962854545454544,0.2724274763367383,1.3765454545454545,0.04828181818181818,0.29801181818181816,0.7023258181818183,-0.17667872788823935,0.00797723843633058,0.07343353270054911,0.21420312666413086,0.18048993344246875,1.2718183930335567,2.4970315371535943,3.175770636936796,3.7689636592216558,3.388580426651037,0.8927286281230169,2.50691577218919,0.0006321729714999645,4.387723499141762e-05,0.00034600295930317193,2
0.023177590008267985,0.5181348675578255,2.421095608782435,-2.26597005988024,0.5175689928954378,4.687065668662675,0.006091317365269461,0.35289031936127746,0.8705710778443116,0.014700689131835868,6.246797026980584,0.2673404617282064,0.3231490587861933,0.2451560667409624,1.601641653667571,4.677821975458948,7.492194524336573,9.875731981540643,2.5547358194437653,4.058195586279062,2.0729251044310035,9.955375289021668e-05,0.000251206915123266,6.554398828712032e-05,0.031989014834537845,0.22401437690534515,0.6962854545454544,-0.6426618181818182,0.22582242970470653,1.3389472727272727,0.028969090909090906,0.2432581818181818,0.5714512727272728,0.038032632296413516,0.7014302251029312,0.04997247268765284,0.1702470292887029,0.13934113877162557,1.3264397660752103,3.0833316932066586,4.089853769869322,4.996984097328484,3.4429409172771783,2.133865194217535,0.80316419536381,0.0009497889898603916,0.00036483958246822924,5.1686445907606025e-05,2
0.03920531572837589,0.6475061444332383,2.3504363273453097,-2.263939620758483,0.6473384125138076,4.614375948103793,0.021928742514970057,0.40426042914171656,1.159624391217565,0.17726662087969547,3.506941755961365,0.41750996353453484,0.39970935701818117,0.2810814732658466,1.6195227886155361,3.6309236126091546,5.8803635343427745,8.362117574082406,0.9037753344049212,2.2919553525485217,3.7951087219001542,7.964533705689137e-06,5.122142919303711e-05,0.0001404390327205155,0.031211038417649294,0.23410288745707777,0.6954636363636364,-0.5867781818181818,0.2356883211320556,1.2822418181818183,0.04746,0.3055109090909091,0.5917090909090911,-0.02558262741807398,-0.026649718043777693,0.05457485579893896,0.18655702548497524,0.1566087462320261,1.2633580564406954,2.950776826883882,3.7278876770022635,4.440771368753961,2.525102048449895,0.4617160496144119,1.505824128939471,0.0004690119250535025,1.568107959460189e-05,0.00016679173277729453,2
0.05198603796590918,0.614709363603785,2.373177245508982,-2.403227744510978,0.6156209173307692,4.7764049900199606,0.021928742514970057,0.4430418163672655,1.0278082834331341,0.38406427844800517,3.683962935338503,0.37628656571178476,0.38639171531414157,0.280234471606852,1.5932559962634325,3.854932765765477,6.141894744248224,8.468541474934504,1.6779644595493797,2.652002170698961,2.9217906069957222,3.0355746883412332e-05,7.582687488597474e-05,9.203935873532328e-05,0.026871563332065425,0.24468655580433724,0.69608,-0.6254036363636363,0.24564829145504347,1.3214836363636362,0.021367272727272728,0.30242909090909087,0.6145556363636364,0.11483322131345809,0.1477358079076132,0.05962100217887277,0.19103748193229364,0.1581703725811025,1.2858643705432877,2.8336447848952,3.643682867672536,4.400824178643711,4.3233857129498094,0.23072177373393754,0.5492277327178815,0.0012656761976191579,3.6045562759316232e-06,2.0425822966191713e-05,2
