DE_1XRatio,DE_2XRatio,DE_3XRatio,DE_time_ptp,DE_time_median,DE_time_var,FE_1XRatio,FE_2XRatio,FE_3XRatio,FE_time_ptp,FE_time_median,FE_time_var,label
0.0007050276119818105,0.00011606270634759217,0.00010479886121825472,1.817973972055888,0.009827325349301395,0.06516881633547733,0.00029540835629146735,4.300989310805048e-05,0.0008615814457557571,1.1680090909090908,0.036570909090909084,0.05159226199264034,3.0
0.00010935671683352315,0.0007993555837427518,0.0013635128151177828,1.84039001996008,0.013969421157684628,0.07024142238897177,0.0005577267412099718,0.00018570147458627463,0.0030564107359860315,1.2910763636363634,0.05023363636363636,0.06090250689297775,3.0
0.000353156444842487,0.0004024307839046666,0.00023274836164292203,1.648229261477046,-0.013725768463073851,0.06546842287575444,0.0006285783767265239,0.0006583205920719562,0.0010142858076159667,1.1127418181818178,0.036057272727272716,0.05437964279392371,3.0
8.566421589554946e-05,0.00027855139146299693,0.000145969194887999,1.8428265469061875,0.021116566866267464,0.06301089040120147,0.0002414174996395156,0.0006777899941302937,4.508329629901781e-05,1.2372472727272728,0.010991818181818179,0.05822295599797641,3.0
0.00031615973034273035,0.0006595629561470789,0.0018950044165206696,1.521854730538922,0.02071047904191617,0.07179776292477011,0.0009887653258751187,0.00026885860230918925,0.0025005843708077844,1.2672436363636363,0.03698181818181818,0.05652551023766322,3.0
0.0005139131201270969,0.00039062496914431916,0.00010356287689289416,1.9445109381237529,0.00462940119760479,0.07603881642962222,0.00023174619068449458,0.00038720845938259126,0.0003822870300392426,1.1392454545454545,0.02547636363636364,0.04258737162027293,3.0
0.00016994847990975037,1.2079344136744202e-06,2.7105329999111403e-05,1.7045942514970058,0.02241604790419161,0.0740967760114487,0.0001927669941465679,0.002504911459088312,0.0002518335628212877,1.3025818181818185,0.07139545454545454,0.05843196563555636,3.0
7.333312320663188e-05,1.3934072891616598e-06,0.003475990443127445,1.4913169261477046,-0.005360359281437127,0.056572042205255524,0.0007887312157557604,0.0036408096277915775,0.005671502467504782,1.3136763636363638,0.02609272727272728,0.06054852542948549,3.0
8.017332436544186e-05,0.0006880616460715037,0.00029824823245032985,1.6513155289421158,0.01445672654690619,0.06373194086942524,0.0004407534348450968,0.0002629676231369078,0.0023716241701529296,1.267243636363636,0.03862545454545455,0.05190055826972692,3.0
4.82908646333895e-05,0.0006322824564147497,0.00010286342387946592,1.7380558882235528,0.01413185628742515,0.07282418894814151,0.00020217009626860403,0.000691316244487271,0.0013044740556372276,1.3475763636363636,0.044686363636363635,0.07408994791958631,3.0
0.00010566785157539258,0.0003174754725105416,0.0015735504888675016,1.731558483033932,0.014862814371257482,0.06902064861056936,0.0006743008897401407,0.0021426131523967365,0.0036421230594490322,1.0582963636363636,0.03071545454545455,0.03947903951984159,3.0
6.842420374172916e-05,0.0001320476326913955,0.0002715632042008639,1.501712774451098,0.01989830339321357,0.07602403353281982,0.00024446627646967364,0.0010369722324711553,0.0005078965698220716,1.2201945454545453,0.05937636363636362,0.04843460810491965,3.0
